id	案類	發生日期	發生時段	Address	Response_Address	Response_X	Response_Y
24	住宅竊盜	1040110	04~06	臺北市信義區福德街373巷91~120號	臺北市信義區中行里16鄰福德街221巷350號	121.587567	25.03209
25	住宅竊盜	1040111	08~10	臺北市萬華區萬大路387巷1~30號	臺北市萬華區壽德里9鄰萬大路387巷55號	121.499996	25.021439
26	住宅竊盜	1040112	08~10	臺北市大安區龍雲里4鄰大安路2段132巷1~30號	臺北市大安區龍雲里4鄰大安路二段132巷40號	121.544269	25.029903
27	住宅竊盜	1040112	18~20	臺北市松山區光復南路22巷31~60號	臺北市松山區復建里4鄰光復南路22巷22號	121.556169	25.046904
28	住宅竊盜	1040112	20~22	臺北市松山區健康路325巷18弄1~30號	臺北市松山區鵬程里9鄰健康路325巷18弄18號	121.56815	25.055916
29	住宅竊盜	1040113	10~12	臺北市萬華區青年路31~60號	臺北市萬華區日祥里22鄰青年路188之1號	121.503705	25.019841
30	住宅竊盜	1040114	08~10	臺北市松山區富錦街572巷1~30號	臺北市松山區新益里5鄰富錦街572巷14號	121.567687	25.062393
31	住宅竊盜	1040114	16~18	臺北市萬華區和平西路3段382巷2弄1~30號	臺北市萬華區華江里27鄰和平西路三段382巷2弄35號	121.490385	25.034821
32	住宅竊盜	1040115	00~02	臺北市松山區饒河街181~210號	臺北市松山區慈祐里4鄰饒河街255號	121.577509	25.050989
33	住宅竊盜	1040115	06~08	臺北市南港區舊莊街1段290巷1弄1~30號	臺北市南港區舊莊里17鄰舊莊街一段290巷1弄1號	121.62398	25.036812
34	住宅竊盜	1040115	06~08	臺北市南港區九如里研究院路3段18巷1~30號	臺北市南港區九如里16鄰研究院路三段18巷10號	121.614987	25.035339
35	住宅竊盜	1040115	10~12	臺北市內湖區民權東路6段296巷91~120號	臺北市內湖區南湖里1鄰民權東路六段296巷123號	121.609491	25.069371
36	住宅竊盜	1040115	12~14	臺北市大安區市民大道4段1~30號	臺北市大安區建安里3鄰市民大道四段136之1號	121.551573	25.044298
37	住宅竊盜	1040116	10~12	臺北市松山區敦化南路2段31~60號	臺北市松山區福成里10鄰敦化南路一段108號	121.548483	25.045582
38	住宅竊盜	1040117	08~10	臺北市信義區國業里松德路25巷31~60號	臺北市信義區國業里12鄰松德路25巷25號	121.577654	25.038146
39	住宅竊盜	1040117	12~14	臺北市文山區明義里興隆路4段46巷31~60號	臺北市文山區明義里21鄰興隆路四段105巷46號	121.562171	24.987501
40	住宅竊盜	1040117	18~20	臺北市中正區羅斯福路4段52巷1~30號	臺北市中正區水源里1鄰羅斯福路四段52巷18號	121.533489	25.01451
41	住宅竊盜	1040117	18~20	臺北市中正區羅斯福路4段52巷1~30號	臺北市中正區水源里1鄰羅斯福路四段52巷18號	121.533489	25.01451
42	住宅竊盜	1040118	02~04	臺北市萬華區桂林路242巷1~30號	臺北市萬華區柳鄉里15鄰桂林路242巷117號	121.493288	25.036061
43	住宅竊盜	1040118	06~08	臺北市萬華區西園路2段320巷61~90號	臺北市萬華區和德里10鄰西園路二段320巷71之1號	121.490904	25.027992
44	住宅竊盜	1040118	10~12	臺北市大安區通化里通化街19巷1~30號	臺北市大安區通化里7鄰通化街19巷19號	121.555311	25.031739
45	住宅竊盜	1040118	20~22	臺北市信義區富台里忠孝東路5段295巷6弄31~60號	臺北市信義區富臺里6鄰忠孝東路五段295巷6弄6號	121.572792	25.041779
46	住宅竊盜	1040119	06~08	臺北市大同區蓬萊里昌吉街50巷1~30號	臺北市大同區蓬萊里10鄰昌吉街50巷3之1號	121.516628	25.065705
47	住宅竊盜	1040120	18~20	臺北市南港區三重里重陽路511~540號	臺北市南港區三重里21鄰重陽路592號	121.614773	25.062958
48	住宅竊盜	1040121	08~10	臺北市萬華區柳鄉里1鄰桂林路242巷6弄1~30號	臺北市萬華區柳鄉里6鄰桂林路242巷6弄6號	121.495223	25.037846
49	住宅竊盜	1040121	20~22	臺北市中山區吉林路379巷1~30號	臺北市中山區新喜里19鄰吉林路379巷23號	121.53153	25.065303
50	住宅竊盜	1040121	20~22	臺北市士林區百齡里21鄰通河東街1段61~90號	臺北市士林區百齡里26鄰通河東街一段100號	121.516167	25.085082
51	住宅竊盜	1040121	22~24	臺北市中山區中山北路1段53巷1~30號	臺北市中山區正得里6鄰中山北路一段53巷32號	121.523987	25.048677
52	住宅竊盜	1040122	10~12	臺北市大同區揚雅里承德路3段90巷1~30號	找不到指定的門牌地址。		
53	住宅竊盜	1040122	16~18	臺北市大安區龍安里青田街5巷1~30號	臺北市大安區龍安里10鄰青田街5巷5號	121.532202	25.028673
54	住宅竊盜	1040123	14~16	臺北市中山區北安路571~600號	臺北市中山區北安里11鄰北安路843號	121.557638	25.084737
55	住宅竊盜	1040123	14~16	臺北市中正區龍光里和平西路2段1~30號	臺北市中正區龍光里1鄰和平西路二段55號	121.511899	25.02934
56	住宅竊盜	1040123	18~20	臺北市文山區萬興里21鄰秀明路2段115巷1~30號	臺北市文山區萬興里6鄰秀明路二段115巷13號	121.578208	24.991091
57	住宅竊盜	1040124	10~12	臺北市萬華區梧州街60巷1~30號	臺北市萬華區青山里23鄰梧州街60巷17號	121.496927	25.035848
58	住宅竊盜	1040126	02~04	臺北市萬華區民和街55巷1~30號	臺北市萬華區全德里12鄰民和街55巷30號	121.49878	25.025233
59	住宅竊盜	1040126	08~10	臺北市大同區酒泉街103巷1~30號	臺北市大同區保安里2鄰酒泉街103巷39號	121.514202	25.072379
60	住宅竊盜	1040126	18~20	臺北市中正區水源里羅斯福路4段91~120號	臺北市中正區水源里4鄰羅斯福路四段198號	121.536641	25.01134
61	住宅竊盜	1040126	20~22	臺北市內湖區西康里4鄰文湖街11巷1~30號	臺北市內湖區西康里4鄰文湖街11巷35號	121.558775	25.085646
62	住宅竊盜	1040127	02~04	臺北市中山區中山北路2段1~30號	臺北市中山區聚葉里1鄰中山北路二段129之1號	121.523177	25.061484
63	住宅竊盜	1040127	06~08	臺北市中山區民生東路3段9巷1~30號	臺北市中山區江山里4鄰民生東路三段9巷9號	121.537706	25.059035
64	住宅竊盜	1040127	10~12	臺北市文山區景興路238巷1~30號	臺北市文山區景行里21鄰景興路238巷24號	121.542472	24.990928
65	住宅竊盜	1040127	10~12	臺北市文山區景興路238巷1~30號	臺北市文山區景行里21鄰景興路238巷24號	121.542472	24.990928
66	住宅竊盜	1040127	14~16	臺北市南港區東明里興華路64巷1~30號	臺北市南港區東明里13鄰興華路64巷11號	121.605352	25.055292
67	住宅竊盜	1040127	16~18	臺北市大安區錦泰里15鄰金山南路2段121~150號	臺北市大安區錦泰里14鄰金山南路二段150號	121.526178	25.029019
68	住宅竊盜	1040127	16~18	臺北市文山區景興路238巷1~30號	臺北市文山區景行里21鄰景興路238巷24號	121.542472	24.990928
69	住宅竊盜	1040128	14~16	臺北市內湖區東湖里康樂街48巷18~1號	臺北市內湖區東湖里5鄰康樂街48巷31號	121.616969	25.069421
70	住宅竊盜	1040129	12~14	臺北市松山區延壽街121~150號	臺北市松山區龍田里10鄰延壽街440號	121.555758	25.056145
71	住宅竊盜	1040129	12~14	臺北市信義區富台里忠孝東路5段423巷5弄1~30號	臺北市信義區富臺里4鄰忠孝東路五段423巷5弄5號	121.575081	25.041713
72	住宅竊盜	1040130	12~14	臺北市信義區廣居里忠孝東路5段372巷27弄61~90號	臺北市信義區廣居里15鄰忠孝東路五段372巷27弄27號	121.574834	25.039784
73	住宅竊盜	1040131	00~02	臺北市南港區重陽路57巷1~30號	臺北市南港區重陽里11鄰重陽路57巷57號	121.596056	25.057696
74	住宅竊盜	1040201	00~02	臺北市北投區中心里中和街31~60號	臺北市北投區中心里17鄰中和街200號	121.502399	25.139009
75	住宅竊盜	1040201	10~12	臺北市松山區敦化北路199巷100弄1~30號	臺北市松山區中華里1鄰敦化北路199巷16弄36號	121.551282	25.055689
76	住宅竊盜	1040201	10~12	臺北市北投區雙全街62巷1~30號	臺北市北投區中庸里14鄰雙全街62巷16號	121.500276	25.137681
77	住宅竊盜	1040201	18~20	臺北市信義區信義路6段15巷1~30號	臺北市信義區安康里21鄰信義路六段15巷15號	121.575047	25.035481
78	住宅竊盜	1040202	08~10	臺北市中正區網溪里廈門街91~120號	臺北市中正區網溪里3鄰牯嶺街191號	121.519085	25.021533
79	住宅竊盜	1040202	20~22	臺北市北投區中心里中和街31~60號	臺北市北投區中心里17鄰中和街200號	121.502399	25.139009
80	住宅竊盜	1040203	04~06	臺北市文山區木新里木新路2段161巷1~30號	臺北市文山區木新里13鄰木新路二段161巷20之1號	121.569229	24.982755
81	住宅竊盜	1040204	18~20	臺北市中山區農安街125巷1~30號	臺北市中山區新庄里2鄰農安街125巷51號	121.529957	25.066382
82	住宅竊盜	1040205	02~04	臺北市士林區百齡里福港街211~240號	臺北市士林區百齡里13鄰福港街275號	121.517785	25.083321
83	住宅竊盜	1040205	04~06	臺北市內湖區樂康里康樂街111巷31~60號	臺北市內湖區樂康里8鄰康樂街111巷66號	121.62088	25.070751
84	住宅竊盜	1040205	14~16	臺北市萬華區大理街170巷1~30號	臺北市萬華區綠堤里8鄰大理街170巷66號	121.492635	25.032662
85	住宅竊盜	1040206	08~10	臺北市中山區合江街20巷1~30號	臺北市中山區朱馥里2鄰合江街20巷39號	121.537841	25.055237
86	住宅竊盜	1040206	16~18	臺北市內湖區西湖里內湖路1段285巷69弄91~120號	臺北市內湖區西湖里33鄰內湖路一段285巷69弄69號	121.5699	25.084634
87	住宅竊盜	1040207	04~06	臺北市信義區黎安里和平東路路3段571~600號	臺北市信義區黎安里6鄰和平東路三段697之12號	121.563942	25.011589
88	住宅竊盜	1040207	22~24	臺北市中正區三愛里新生南路1段121~150號	臺北市中正區三愛里15鄰新生南路一段172號	121.532358	25.034134
89	住宅竊盜	1040208	04~06	臺北市大安區新龍里信義路3段134巷91~120號	臺北市大安區新龍里18鄰信義路三段134巷102號	121.539055	25.028981
90	住宅竊盜	1040209	02~04	臺北市文山區忠順里忠順街2段1~30號	臺北市文山區忠順里16鄰忠順街二段83號	121.565436	24.985171
91	住宅竊盜	1040210	00~02	臺北市北投區大同路200巷1~30號	臺北市北投區中庸里13鄰大同街200巷3之1號	121.499567	25.137775
92	住宅竊盜	1040210	10~12	臺北市士林區福志里志成路22巷15弄1~30號	臺北市士林區福志里15鄰志成街22巷15弄15號	121.530507	25.097377
93	住宅竊盜	1040211	16~18	臺北市內湖區葫洲里民權東路6段296巷38之1~30號	臺北市內湖區葫洲里15鄰民權東路六段296巷38之6號	121.607409	25.071812
94	住宅竊盜	1040212	00~02	臺北市萬華區萬大路493巷48弄1~30號	臺北市萬華區興德里10鄰萬大路493巷48弄33號	121.499637	25.019323
95	住宅竊盜	1040212	02~04	臺北市松山區撫遠街241~270號	臺北市松山區莊敬里28鄰撫遠街453號	121.564429	25.070785
96	住宅竊盜	1040212	12~14	臺北市信義區松隆里松山路615巷1~30號	臺北市信義區松隆里11鄰松山路656巷35號	121.57787	25.030691
97	住宅竊盜	1040212	20~22	臺北市文山區興安里22鄰景華街176巷7~1號	臺北市文山區興安里23鄰景華街176巷67號	121.549691	24.995531
98	住宅竊盜	1040213	04~06	臺北市中山區八德路2段210巷1~30號	臺北市中山區埤頭里6鄰八德路二段210巷19號	121.539546	25.044937
99	住宅竊盜	1040213	08~10	臺北市中山區農安街1~30號	臺北市中山區新福里10鄰農安街130號	121.531544	25.064699
100	住宅竊盜	1040214	08~10	臺北市士林區明勝里承德路4段12巷61~90號	臺北市士林區明勝里10鄰承德路四段12巷12號	121.521294	25.08001
101	住宅竊盜	1040215	08~10	臺北市中山區長安東路2段1~30號	臺北市中山區朱園里7鄰長安東路二段118之1號	121.536107	25.048302
102	住宅竊盜	1040215	08~10	臺北市大安區法治里通化街173巷1~30號	臺北市大安區法治里2鄰通化街173巷24號	121.554767	25.027549
103	住宅竊盜	1040215	12~14	臺北市北投區吉利里20鄰石牌路1段39巷61~90號	臺北市北投區吉利里12鄰石牌路一段39巷152號	121.510003	25.118504
104	住宅竊盜	1040215	22~24	臺北市信義區和平東路3段661~690號	臺北市信義區黎安里6鄰和平東路三段697之12號	121.563942	25.011589
105	住宅竊盜	1040216	00~02	臺北市信義區吳興街269巷1~30號	臺北市信義區三張里17鄰吳興街269巷28號	121.56493	25.027381
106	住宅竊盜	1040216	12~14	臺北市中正區文盛里羅斯福路3段210巷8弄1~30號	臺北市中正區文盛里3鄰羅斯福路三段210巷8弄8號	121.529178	25.018132
107	住宅竊盜	1040216	14~16	臺北市內湖區新明路246巷3弄1~30號	臺北市內湖區週美里4鄰新明路246巷3弄3號	121.583724	25.057061
108	住宅竊盜	1040216	18~20	臺北市內湖區西湖里內湖路1段91巷121~150號	臺北市內湖區西湖里13鄰內湖路一段285巷66號	121.566667	25.084824
109	住宅竊盜	1040216	22~24	臺北市松山區南京東路5段211~240號	臺北市松山區新東里19鄰南京東路五段415號	121.570725	25.051686
110	住宅竊盜	1040216	22~24	臺北市中山區南京路三民1號	找不到指定的門牌地址。		
111	住宅竊盜	1040218	06~08	臺北市大同區民權里民權西路160巷30弄1~30號	臺北市大同區民權里9鄰民權西路160巷30弄30號	121.515316	25.061126
112	住宅竊盜	1040219	12~14	臺北市信義區黎忠里和平東路3段391巷8弄31~60號	臺北市信義區黎忠里5鄰和平東路三段391巷8弄8號	121.557692	25.020184
113	住宅竊盜	1040219	18~20	臺北市北投區文林里致遠一路1段125巷1~30號	臺北市北投區文林里5鄰致遠一路一段125巷16號	121.514252	25.110043
114	住宅竊盜	1040219	18~20	臺北市信義區四育里虎林街46巷1~30號	臺北市信義區四育里13鄰虎林街46巷49號	121.574603	25.047219
115	住宅竊盜	1040219	20~22	臺北市信義區四育里虎林街46巷1~30號	臺北市信義區四育里13鄰虎林街46巷49號	121.574603	25.047219
116	住宅竊盜	1040220	06~08	臺北市北投區文林里致遠一路1段31~60號	臺北市北投區文林里4鄰致遠一路一段137號	121.514684	25.110436
117	住宅竊盜	1040221	18~20	臺北市大安區通化里17鄰通化街39巷62弄1~30號	臺北市大安區通化里18鄰通化街39巷62弄39之1號	121.556279	25.030087
118	住宅竊盜	1040222	02~04	臺北市文山區樟新里樟新街32巷1~30號	臺北市文山區樟新里17鄰樟新街32巷22號	121.554293	24.979068
119	住宅竊盜	1040223	00~02	臺北市士林區義信里大南路61~90號	臺北市士林區義信里11鄰大南路134號	121.522887	25.089863
120	住宅竊盜	1040223	12~14	臺北市南港區中南里中南街74巷31~60號	臺北市南港區中南里22鄰中南街74巷39號	121.613744	25.053405
121	住宅竊盜	1040223	14~16	臺北市信義區大仁里福德街84巷1弄1~30號	臺北市信義區大仁里18鄰福德街84巷1弄1號	121.581228	25.037431
122	住宅竊盜	1040223	20~22	臺北市士林區蘭雅里德行東路31~60號	臺北市士林區蘭雅里1鄰德行東路127號	121.528991	25.108015
123	住宅竊盜	1040224	12~14	臺北市萬華區萬大路493巷48弄1~30號	臺北市萬華區興德里10鄰萬大路493巷48弄33號	121.499637	25.019323
124	住宅竊盜	1040224	16~18	臺北市北投區中心里8鄰泉源路31~60號	臺北市北投區中心里21鄰泉源路82號	121.520985	25.143979
125	住宅竊盜	1040224	20~22	臺北市內湖區西湖里26鄰內湖路1段285巷65弄61~90號	臺北市內湖區西湖里11鄰內湖路一段285巷65弄77號	121.570043	25.084264
126	住宅竊盜	1040225	04~06	臺北市中正區黎明里南陽街1~30號	臺北市中正區黎明里11鄰南陽街66號	121.515559	25.043828
127	住宅竊盜	1040225	08~10	臺北市士林區聖山里忠誠路1段147巷1~30號	臺北市士林區聖山里19鄰忠誠路一段147巷14號	121.529826	25.105619
128	住宅竊盜	1040225	10~12	臺北市南港區舊莊里舊莊街1段145巷6弄1~30號	臺北市南港區舊莊里9鄰舊莊街一段145巷6弄6號	121.620844	25.040099
129	住宅竊盜	1040226	02~04	臺北市大安區義安里敦化南路2段63巷31~60號	臺北市大安區義安里15鄰敦化南路二段63巷68號	121.552139	25.03088
130	住宅竊盜	1040226	14~16	臺北市中正區幸市里臨沂街33巷1~30號	臺北市中正區幸市里9鄰臨沂街33巷33號	121.531813	25.039921
131	住宅竊盜	1040226	20~22	臺北市內湖區西湖里內湖路1段323巷14弄1~30號	臺北市內湖區西湖里20鄰內湖路一段323巷14弄7號	121.567618	25.083389
132	住宅竊盜	1040227	00~02	臺北市萬華區西寧南路206巷1~30號	臺北市萬華區仁德里4鄰西寧南路206巷18之1號	121.505686	25.038485
133	住宅竊盜	1040227	02~04	臺北市萬華區西園路2段151~180號	臺北市萬華區和德里25鄰西園路二段394號	121.490924	25.02475
134	住宅竊盜	1040227	10~12	臺北市北投區中央里大興街24巷7弄1~30號	臺北市北投區中央里28鄰大興街24巷7弄7號	121.499188	25.128948
135	住宅竊盜	1040228	20~22	臺北市內湖區週美里新明路3800巷4弄1~30號	臺北市內湖區週美里10鄰新明路312巷4號	121.581477	25.056422
136	住宅竊盜	1040228	20~22	臺北市萬華區東園街73巷61~90號	臺北市萬華區日善里10鄰東園街73巷104號	121.499649	25.026347
137	住宅竊盜	1040302	08~10	臺北市松山區八德路4段106巷6弄1~30號	臺北市松山區復盛里19鄰八德路四段106巷6弄6號	121.560817	25.047333
138	住宅竊盜	1040304	00~02	臺北市北投區福興里自強街5巷61~90號	臺北市北投區福興里5鄰自強街5巷170號	121.510588	25.112812
139	住宅竊盜	1040304	16~18	臺北市士林區社新里延平北路6段273巷1~30號	臺北市士林區社新里28鄰延平北路六段273巷4號	121.503253	25.089093
140	住宅竊盜	1040304	16~18	臺北市內湖區湖興里成功路2段312巷31~60號	臺北市內湖區湖興里19鄰成功路二段312巷78號	121.588432	25.06662
141	住宅竊盜	1040305	04~06	臺北市北投區吉慶里11鄰致遠二路1~30號	臺北市北投區吉慶里17鄰致遠二路21號	121.511737	25.114846
142	住宅竊盜	1040305	04~06	臺北市萬華區和平西路3段55巷8弄1~30號	臺北市萬華區福音里10鄰和平西路三段55巷8弄8號	121.502349	25.035791
143	住宅竊盜	1040305	14~16	臺北市內湖區葫洲里2鄰民權東路6段280巷25弄6之1~30號	臺北市內湖區葫洲里2鄰民權東路六段280巷25弄6之1號	121.605725	25.070981
144	住宅竊盜	1040306	04~06	臺北市松山區八德路3段121~150號	臺北市松山區復勢里13鄰八德路三段251號	121.557651	25.048345
145	住宅竊盜	1040306	20~22	臺北市大安區建安里忠孝東路4段181巷40弄1~30號	臺北市大安區建安里4鄰忠孝東路四段181巷40弄22號	121.54976	25.043889
146	住宅竊盜	1040307	04~06	臺北市北投區大同里大業路481~510號	臺北市北投區大同里4鄰大業路588號	121.497232	25.135853
147	住宅竊盜	1040308	16~18	臺北市萬華區內江街151~180號	臺北市萬華區菜園里15鄰內江街178號	121.500386	25.041772
148	住宅竊盜	1040308	22~24	臺北市萬華區中華路2段416巷1~30號	臺北市萬華區新安里26鄰中華路二段416巷128號	121.501233	25.026484
149	住宅竊盜	1040309	04~06	臺北市文山區萬盛里羅斯福路5段61~90號	臺北市文山區萬盛里10鄰羅斯福路五段141之1號	121.538996	25.004504
150	住宅竊盜	1040310	00~02	臺北市士林區天母里中山北路7段219巷1~30號	臺北市士林區天母里18鄰中山北路七段219巷29號	121.532369	25.129387
151	住宅竊盜	1040310	00~02	臺北市松山區八德路4段106巷10弄1~30號	臺北市松山區復盛里21鄰八德路四段106巷10弄10號	121.560655	25.046792
152	住宅竊盜	1040310	12~14	臺北市萬華區昆明街211~240號	臺北市萬華區福音里15鄰昆明街322號	121.50321	25.035408
153	住宅竊盜	1040310	12~14	臺北市萬華區昆明街211~240號	臺北市萬華區福音里15鄰昆明街322號	121.50321	25.035408
154	住宅竊盜	1040311	08~10	臺北市中山區新生北路22段58巷1~30號	臺北市中山區中山里23鄰新生北路二段58巷53號	121.525848	25.055423
155	住宅竊盜	1040312	00~02	臺北市中正區水源里羅斯福路4段61~90號	臺北市中正區水源里4鄰羅斯福路四段198號	121.536641	25.01134
156	住宅竊盜	1040312	10~12	臺北市大同區至聖里大龍街259巷10弄1~30號	臺北市大同區至聖里17鄰大龍街259巷10弄4號	121.516346	25.071273
157	住宅竊盜	1040312	16~18	臺北市大安區古莊里浦城街13巷1~30號	臺北市大安區古莊里12鄰浦城街13巷30號	121.528079	25.024398
158	住宅竊盜	1040313	02~04	臺北市北投區中庸里10鄰大同街181~210號	臺北市北投區中庸里5鄰大同街355號	121.499364	25.141217
159	住宅竊盜	1040313	22~24	臺北市中山區松江路37巷1~30號	臺北市中山區朱園里16鄰松江路37巷17號	121.533799	25.047598
160	住宅竊盜	1040314	02~04	臺北市文山區試院里和興路91~120號	臺北市文山區試院里1鄰和興路125號	121.550312	24.98608
161	住宅竊盜	1040315	02~04	臺北市萬華區長泰街271~300號	臺北市萬華區銘德里16鄰長泰街306號	121.49303	25.021122
162	住宅竊盜	1040316	02~04	臺北市萬華區中華路1段181~210號	臺北市萬華區仁德里16鄰中華路一段218號	121.506311	25.037291
163	住宅竊盜	1040316	08~10	臺北市中正區螢雪里水源路151~180號	臺北市中正區螢雪里12鄰水源路179號	121.51378	25.024196
164	住宅竊盜	1040317	00~02	臺北市北投區榮華里17鄰明德路118巷1~30號	臺北市北投區榮華里17鄰明德路118巷30號	121.521347	25.10938
165	住宅竊盜	1040317	12~14	臺北市南港區萬福里同德路50巷1~30號	臺北市南港區萬福里10鄰同德路50巷9號	121.584937	25.045106
166	住宅竊盜	1040319	12~14	臺北市文山區萬和里溪洲街61~90號	臺北市文山區萬和里13鄰溪洲街220號	121.53531	24.999421
167	住宅竊盜	1040319	22~24	臺北市北投區永和里同德街44巷1~30號	臺北市北投區永和里3鄰同德街21之1號	121.529039	25.125454
168	住宅竊盜	1040320	12~14	臺北市萬華區糖?里大理街160巷26弄1~30號	臺北市萬華區糖?里18鄰大理街160巷26弄18號	121.494659	25.031983
169	住宅竊盜	1040320	18~20	臺北市松山區南京東路5段23巷7弄1~30號	臺北市松山區東光里5鄰南京東路五段23巷7弄7號	121.557745	25.052085
170	住宅竊盜	1040320	18~20	臺北市萬華區漢口街2段61~90號	臺北市萬華區福星里20鄰漢口街二段127號	121.503899	25.046458
171	住宅竊盜	1040324	06~08	臺北市北投區永明里石牌路2段97巷1~30號	臺北市北投區永明里4鄰石牌路二段97巷8號	121.516226	25.117796
172	住宅竊盜	1040324	08~10	臺北市松山區民權東路3段153巷3弄1~30號	臺北市松山區民福里14鄰民權東路三段153巷3弄3號	121.546848	25.062604
173	住宅竊盜	1040324	10~12	臺北市萬華區東園街85巷4弄1~30號	臺北市萬華區日善里7鄰東園街85巷4弄15號	121.496883	25.025662
174	住宅竊盜	1040325	12~14	臺北市中正區文祥里金山南路1段79巷1~30號	臺北市中正區文祥里16鄰金山南路一段79巷7號	121.528475	25.036778
175	住宅竊盜	1040325	14~16	臺北市大安區龍門里10鄰和平東路2段18巷13弄1~30號	臺北市大安區龍門里10鄰和平東路二段18巷13弄3之1號	121.536128	25.02325
176	住宅竊盜	1040325	22~24	臺北市中山區合江街61~90號	臺北市中山區江寧里7鄰合江街190號	121.539141	25.061584
177	住宅竊盜	1040326	16~18	臺北市文山區興福里1鄰興隆路1段260巷1~30號	臺北市文山區興福里1鄰興隆路一段260巷8號	121.545109	24.99817
178	住宅竊盜	1040327	18~20	臺北市文山區萬隆里羅斯福路5段241~270號	臺北市文山區萬隆里8鄰羅斯福路五段266號	121.539278	25.000667
179	住宅竊盜	1040327	18~20	臺北市信義區黎平里和平東路3段207巷6弄1~30號	臺北市信義區黎平里1鄰和平東路三段207巷6弄6號	121.553679	25.023726
180	住宅竊盜	1040328	10~12	臺北市中山區民權東路3段1~30號	臺北市中山區江寧里24鄰民權東路三段88號	121.543708	25.06211
181	住宅竊盜	1040329	08~10	臺北市松山區南京東路5段31~60號	臺北市松山區新東里19鄰南京東路五段415號	121.570725	25.051686
182	住宅竊盜	1040330	08~10	臺北市中山區松江路332﹑334號	臺北市中山區新生里3鄰松江路334號	121.532972	25.061261
183	住宅竊盜	1040330	10~12	臺北市士林區平等里平菁街105巷1~30號	臺北市士林區平等里2鄰平菁街105巷61號	121.575681	25.126615
184	住宅竊盜	1040330	12~14	臺北市文山區萬利街2巷1~30號	臺北市文山區萬美里1鄰萬利街2巷25號	121.568194	24.999334
