id	案類	發生日期	發生時段	Address	Response_Address	Response_X	Response_Y
28	自行車竊盜	1040122	00~02	臺北市北投區一德里中央北路4段577巷27弄1~30號	臺北市北投區一德里19鄰中央北路四段577巷27弄17號	121.468027	25.127085
29	自行車竊盜	1040123	18~20	臺北市南港區東明里南港路2段1~30號	臺北市南港區東明里5鄰南港路二段130號	121.601617	25.05356
30	自行車竊盜	1040123	18~20	臺北市南港區東明里南港路2段(與興華路口萊爾富超商前)	臺北市南港區東明里16鄰南港路二段2號	121.60605	25.054359
31	自行車竊盜	1040123	20~22	臺北市北投區石牌里自強街91~120號	臺北市北投區石牌里1鄰自強街178號	121.517334	25.111073
32	自行車竊盜	1040123	20~22	臺北市北投區東華里東華街2段301~330號	臺北市北投區東華里1鄰東華街二段418號	121.503029	25.121973
33	自行車竊盜	1040123	22~24	臺北市松山區三民路62巷1~30號	臺北市松山區自強里4鄰三民路62巷9之1號	121.565308	25.054877
34	自行車竊盜	1040124	22~24	臺北市中正區黎明里市民大道1段(台北捷運M1出口處)	臺北市中正區黎明里3鄰市民大道一段100號	121.51748	25.048445
35	自行車竊盜	1040125	10~12	臺北市中正區東門里愛國東路(上(靠國家戲劇院人行道自行車停車格))	找不到指定的門牌地址。		
36	自行車竊盜	1040125	12~14	臺北市南港區鴻福里成福路31~60號	臺北市南港區鴻福里17鄰成福路118號	121.586961	25.042213
37	自行車竊盜	1040125	14~16	臺北市萬華區西園路2段211~240號	臺北市萬華區和德里25鄰西園路二段394號	121.490924	25.02475
38	自行車竊盜	1040126	10~12	臺北市信義區忠孝東路5段(市府捷運站4號	臺北市信義區興雅里1鄰忠孝東路五段2號	121.564805	25.040963
39	自行車竊盜	1040126	14~16	臺北市萬華區寶興街121~150號	臺北市萬華區銘德里3鄰寶興街232號	121.495853	25.021874
40	自行車竊盜	1040127	16~18	臺北市北投區桃源里中央北路3段53巷1~30號	臺北市北投區桃源里9鄰中央北路三段53巷10號	121.485395	25.13768
41	自行車竊盜	1040128	04~06	臺北市文山區興邦里興隆路2段181~210號	臺北市文山區興邦里7鄰興隆路二段255號	121.55171	25.002006
42	自行車竊盜	1040128	14~16	臺北市大安區信義路敦化南路口	臺北市大安區仁慈里3鄰信義路四段1之14號	121.544129	25.033562
43	自行車竊盜	1040129	16~18	臺北市大安區敦煌里安和路1段61~90號	臺北市大安區敦煌里9鄰安和路一段153號	121.552654	25.033473
44	自行車竊盜	1040130	10~12	臺北市萬華區西園路2段241~270號	臺北市萬華區和德里25鄰西園路二段394號	121.490924	25.02475
45	自行車竊盜	1040130	18~20	臺北市北投區一德里大度路3段296巷31~60號	臺北市北投區一德里22鄰大度路三段296巷51號	121.467271	25.125883
46	自行車竊盜	1040131	16~18	臺北市中山區松江路361~390號	臺北市中山區大佳里1鄰松江路609號	121.533874	25.071114
47	自行車竊盜	1040201	18~20	臺北市松山區慶城街1~30號	臺北市松山區松基里14鄰慶城街75號	121.547608	25.056574
48	自行車竊盜	1040204	20~22	臺北市大同區星明里寧夏路1~30號	臺北市大同區星明里21鄰寧夏路68號	121.515407	25.056898
49	自行車竊盜	1040205	06~08	臺北市北投區關渡里關渡路91~120號	臺北市北投區關渡里11鄰關渡路92號	121.468892	25.118514
50	自行車竊盜	1040205	18~20	臺北市北投區榮光里致遠一路2段31~60號	臺北市北投區榮光里20鄰致遠一路二段118號	121.512726	25.113579
51	自行車竊盜	1040205	20~22	臺北市信義區長春里虎林街82巷31~60號	臺北市信義區長春里3鄰虎林街82巷82號	121.575537	25.043258
52	自行車竊盜	1040207	12~14	臺北市士林區中山北路5段61~90號	臺北市士林區名山里22鄰中山北路五段858號	121.526486	25.102298
53	自行車竊盜	1040210	12~14	臺北市信義區安康里信義路5段(象山捷運站1號	臺北市信義區安康里9鄰信義路五段55號	121.56929	25.033325
54	自行車竊盜	1040212	08~10	臺北市文山區景慶里景福街223巷(口)	臺北市文山區景慶里19鄰景福街223巷1號	121.538441	24.994661
55	自行車竊盜	1040215	10~12	臺北市北投區開明里中和街241~270號	臺北市北投區開明里1鄰中和街336號	121.499549	25.141293
56	自行車竊盜	1040215	12~14	臺北市松山區南京東路5段211~240號	臺北市松山區新東里19鄰南京東路五段415號	121.570725	25.051686
57	自行車竊盜	1040216	18~20	臺北市大安區敦煌里仁愛路4段266巷	臺北市大安區敦煌里17鄰仁愛路四段266巷6號	121.552801	25.037178
58	自行車竊盜	1040217	02~04	臺北市文山區興得里興隆路3段211~240號	臺北市文山區興得里26鄰興隆路三段308號	121.558605	24.991575
59	自行車竊盜	1040217	10~12	臺北市大安區古莊里羅斯福路3段91~120號	臺北市大安區古莊里17鄰羅斯福路三段171號	121.527686	25.021411
60	自行車竊盜	1040218	08~10	臺北市內湖區瑞光里瑞光路112巷58弄	臺北市內湖區瑞光里5鄰瑞光路253巷32號	121.578539	25.075125
61	自行車竊盜	1040218	22~24	臺北市萬華區西門站	找不到指定的門牌地址。		
62	自行車竊盜	1040219	10~12	臺北市信義區安康里虎林街164巷58弄1~30號	臺北市信義區安康里11鄰虎林街164巷58弄25號	121.574393	25.038806
63	自行車竊盜	1040220	20~22	臺北市北投區榮光里石牌路1段181~210號	臺北市北投區榮光里22鄰石牌路一段200號	121.515215	25.115005
64	自行車竊盜	1040222	14~16	臺北市中山區圓山捷運站2號	臺北市中山區中吉里4鄰四平街2號	121.530316	25.05356
65	自行車竊盜	1040222	14~16	臺北市大安區辛亥路1段61~90號	臺北市大安區龍坡里21鄰辛亥路一段143號	121.532601	25.022268
66	自行車竊盜	1040225	04~06	臺北市大安區黎孝里和平東路3段301~330號	臺北市大安區黎孝里19鄰和平東路三段310號	121.556551	25.02028
67	自行車竊盜	1040225	10~12	臺北市信義區基隆路2段31~60號	臺北市信義區黎順里17鄰基隆路二段201之1號	121.553045	25.024443
68	自行車竊盜	1040226	00~02	臺北市文山區樟腳里木新路3段95巷31~60號	臺北市文山區樟腳里12鄰木新路三段95巷50號	121.562053	24.980609
69	自行車竊盜	1040228	18~20	臺北市南港區新富里忠孝東路7段631~660號	臺北市南港區新富里15鄰忠孝東路七段639號	121.616085	25.053329
70	自行車竊盜	1040301	00~02	臺北市大安區光信里5鄰光復南路421~450號	臺北市大安區光信里8鄰光復南路580號	121.557325	25.033456
71	自行車竊盜	1040306	10~12	臺北市文山區景華里三福街1~30號	臺北市文山區景華里13鄰三福街76號	121.544088	24.997814
72	自行車竊盜	1040306	14~16	臺北市中山區錦州街331~360號	臺北市中山區江寧里19鄰錦州街459號	121.543572	25.06031
73	自行車竊盜	1040307	12~14	臺北市松山區南京東路3段331~360號	臺北市松山區中正里11鄰南京東路三段348號	121.548174	25.051561
74	自行車竊盜	1040308	08~10	臺北市大安區法治里通化街181~210號	臺北市大安區法治里6鄰通化街265號	121.552445	25.02588
75	自行車竊盜	1040308	22~24	臺北市南港區東明里(家樂福前之機車停車格)	臺北市南港區東明里13鄰東明街2號	121.605496	25.055916
76	自行車竊盜	1040314	14~16	臺北市南港區合成里忠孝東路6段451~480號	臺北市南港區合成里24鄰忠孝東路六段451號	121.593796	25.050611
77	自行車竊盜	1040315	06~08	臺北市大安區古莊里羅斯福路2段101巷1~30號	臺北市大安區古莊里3鄰羅斯福路二段101巷47號	121.526856	25.024747
78	自行車竊盜	1040315	08~10	臺北市大安區和平東路1段151~180號	臺北市大安區龍坡里6鄰和平東路一段280號	121.534206	25.025939
79	自行車竊盜	1040316	20~22	臺北市大安區學府里羅斯福路4段1~30號	臺北市大安區學府里1鄰羅斯福路四段131之1號	121.537449	25.01057
80	自行車竊盜	1040317	12~14	臺北市大安區華聲里市民大路4段211~240號	臺北市大安區華聲里9鄰忠孝東路四段343號	121.557436	25.041558
81	自行車竊盜	1040318	06~08	臺北市北投區清江里三合街2段481~510號	臺北市北投區清江里24鄰三合街二段489號	121.500981	25.126138
82	自行車竊盜	1040318	10~12	臺北市松山區松河街91~120號	臺北市松山區慈祐里1鄰松河街266號	121.579334	25.051921
83	自行車竊盜	1040318	16~18	臺北市大安區福住里新生南路2段31~60號	臺北市大安區福住里1鄰新生南路二段32號	121.533123	25.0312
84	自行車竊盜	1040319	06~08	臺北市南港區新富里研究院路1段31~60號	臺北市南港區新富里14鄰研究院路一段191號	121.615911	25.049358
85	自行車竊盜	1040319	12~14	臺北市士林區中山北路5段61~90號	臺北市士林區名山里22鄰中山北路五段858號	121.526486	25.102298
86	自行車竊盜	1040320	12~14	臺北市信義區忠孝東路5段421~450號	臺北市信義區大道里4鄰忠孝東路五段800號	121.582085	25.043807
87	自行車竊盜	1040321	12~14	臺北市大安區黎和里和平東路3段391~420號	臺北市大安區黎和里6鄰和平東路三段662號	121.563181	25.01247
88	自行車竊盜	1040322	18~20	臺北市大安區古莊里羅斯福路2段101巷31~60號	臺北市大安區古莊里3鄰羅斯福路二段101巷47號	121.526856	25.024747
89	自行車竊盜	1040323	10~12	臺北市大安區敦安里敦化南路1段295巷31~60號	臺北市大安區敦安里5鄰敦化南路一段295巷54號	121.552156	25.03534
90	自行車竊盜	1040327	14~16	臺北市中正區建國里博愛路121~150號	臺北市中正區建國里2鄰博愛路172之1號	121.510845	25.037243
91	自行車竊盜	1040329	10~12	臺北市中正區水源里羅斯福路4段52巷16弄(口)	臺北市中正區水源里1鄰羅斯福路四段52巷16弄2號	121.533581	25.0145
92	自行車竊盜	1040329	14~16	臺北市中正區文盛里汀州路3段151~180號	臺北市中正區文盛里10鄰汀州路三段173號	121.532459	25.015044
93	自行車竊盜	1040329	16~18	臺北市南港區東新里興南街64巷4弄1~30號	臺北市南港區東新里3鄰興南街64巷4弄29號	121.600593	25.055489
94	自行車竊盜	1040331	10~12	臺北市萬華區艋舺大道181~210號	臺北市萬華區和德里8鄰艋舺大道460號	121.490848	25.028324
95	自行車竊盜	1040402	08~10	臺北市大安區古莊里浦城街6巷1~30號	臺北市大安區古莊里8鄰浦城街6巷6號	121.526432	25.023997
96	自行車竊盜	1040405	18~20	臺北市中山區敬業三路121~150號	臺北市中山區金泰里8鄰敬業三路196號	121.556584	25.077881
97	自行車竊盜	1040405	22~24	臺北市大同區南芳里延平北路2段241~270號	臺北市大同區南芳里9鄰延平北路二段288號	121.510763	25.062615
98	自行車竊盜	1040405	22~24	臺北市內湖區湖元里舊宗路2段(內湖運動公園)	臺北市內湖區湖元里18鄰舊宗路二段2號	121.574701	25.066109
99	自行車竊盜	1040407	08~10	臺北市大安區龍泉里師大路1~30號	臺北市大安區龍泉里3鄰師大路71號	121.528589	25.023681
100	自行車竊盜	1040408	00~02	臺北市大安區敦安里8鄰安和路1段78巷1~30號	臺北市大安區敦安里16鄰安和路一段78巷45號	121.549725	25.035128
101	自行車竊盜	1040409	20~22	臺北市北投區榮光里石牌路1段181~210號	臺北市北投區榮光里22鄰石牌路一段200號	121.515215	25.115005
102	自行車竊盜	1040410	04~06	臺北市文山區萬祥里興隆路1段102巷1~30號	臺北市文山區萬祥里16鄰興隆路一段102巷27號	121.541275	25.002124
103	自行車竊盜	1040410	08~10	臺北市大同區鄰江里酒泉街228巷	臺北市大同區鄰江里1鄰酒泉街228巷1號	121.510009	25.071878
104	自行車竊盜	1040412	02~04	臺北市大安區昌隆里忠孝東路3段217巷5弄1~30號	臺北市大安區昌隆里12鄰忠孝東路三段217巷5弄5之1號	121.539384	25.043261
105	自行車竊盜	1040412	10~12	臺北市文山區興邦里興隆路2段241~270號	臺北市文山區興邦里7鄰興隆路二段255號	121.55171	25.002006
106	自行車竊盜	1040414	10~12	臺北市北投區福興里自強街5巷31~60號	臺北市北投區福興里5鄰自強街5巷170號	121.510588	25.112812
107	自行車竊盜	1040415	06~08	臺北市大同區建泰里南京西路91~120號	臺北市大同區建泰里15鄰南京西路228號	121.516356	25.053419
108	自行車竊盜	1040415	08~10	臺北市萬華區東園街28巷1~30號	臺北市萬華區忠德里1鄰東園街28巷28號	121.495271	25.026907
109	自行車竊盜	1040415	10~12	臺北市大安區福住里永康街31~60號	臺北市大安區福住里13鄰永康街53之1號	121.529576	25.029916
110	自行車竊盜	1040415	14~16	臺北市中山區農安街227巷31~60號	臺北市中山區行政里1鄰農安街227巷36號	121.533851	25.066475
111	自行車竊盜	1040417	10~12	臺北市士林區福德里福德路1~30號	臺北市士林區福德里13鄰福德路78號	121.521636	25.092637
112	自行車竊盜	1040420	00~02	臺北市文山區興業里興隆路2段220巷31~60號	臺北市文山區興業里11鄰興隆路二段220巷63號	121.551253	24.999459
113	自行車竊盜	1040421	10~12	臺北市大安區基隆路3段156巷(台大校園自行車停車場)	臺北市大安區學府里12鄰基隆路三段153號	121.542961	25.015795
114	自行車竊盜	1040421	16~18	臺北市文山區景東里景華街104巷(口)	臺北市文山區景東里15鄰景華街104巷1號	121.546328	24.995194
115	自行車竊盜	1040426	04~06	臺北市大同區雙連里重慶北路(歸綏街)	臺北市大同區雙連里27鄰重慶北路二段105號	121.51392	25.057183
116	自行車竊盜	1040427	14~16	臺北市大安區龍門里建國南路2段241~270號	臺北市大安區龍門里3鄰建國南路二段332號	121.537233	25.023301
117	自行車竊盜	1040427	14~16	臺北市南港區聯成里忠孝東路6段301~330號	臺北市南港區聯成里19鄰忠孝東路六段326號	121.590785	25.049482
118	自行車竊盜	1040428	10~12	臺北市信義區永吉路331~360號	臺北市信義區永吉里17鄰永吉路527號	121.5804	25.045535
119	自行車竊盜	1040501	02~04	臺北市大安區德安里四維路76巷	臺北市大安區德安里5鄰四維路76巷1號	121.547912	25.034443
120	自行車竊盜	1040501	16~18	臺北市大安區福住里新生南路2段31~60號	臺北市大安區福住里1鄰新生南路二段32號	121.533123	25.0312
121	自行車竊盜	1040501	16~18	臺北市大同區北門站	找不到指定的門牌地址。		
122	自行車竊盜	1040501	22~24	臺北市信義區六合里信義路5段150巷271~300號	臺北市信義區六合里14鄰信義路五段150巷507號	121.573586	25.02147
123	自行車竊盜	1040503	12~14	臺北市松山區撫遠街391~420號	臺北市松山區莊敬里28鄰撫遠街453號	121.564429	25.070785
124	自行車竊盜	1040503	16~18	臺北市中正區新營里捷運古亭站七號	臺北市中正區新營里13鄰潮州街1之1號	121.520598	25.030111
125	自行車竊盜	1040503	20~22	臺北市中正區黎明里市民大道	臺北市中正區黎明里3鄰市民大道一段100號	121.51748	25.048445
126	自行車竊盜	1040507	18~20	臺北市文山區樟文里忠順街1段1~30號	臺北市文山區樟文里1鄰忠順街一段24號	121.559009	24.98395
127	自行車竊盜	1040507	22~24	臺北市文山區樟樹里木新路3段151~180號	臺北市文山區樟樹里1鄰木新路三段202號	121.560022	24.981646
128	自行車竊盜	1040509	14~16	臺北市士林區蘭雅里德行東路109巷61~90號	臺北市士林區蘭雅里10鄰德行東路109巷109號	121.528684	25.11134
129	自行車竊盜	1040509	20~22	臺北市中正區臺大醫院捷運站2號	臺北市中正區梅花里14鄰市民大道三段2號	121.531021	25.045632
130	自行車竊盜	1040510	12~14	臺北市士林區義信里中山北路5段61~90號	臺北市士林區義信里1鄰中山北路五段65號	121.525163	25.083562
131	自行車竊盜	1040510	14~16	臺北市信義區松友里信義路6段72巷2弄31~60號	臺北市信義區松友里6鄰信義路六段72號	121.5768	25.035031
132	自行車竊盜	1040510	22~24	臺北市萬華區青年路106巷1~30號	臺北市萬華區忠貞里16鄰青年路106巷28號	121.501926	25.02287
133	自行車竊盜	1040511	06~08	臺北市文山區興邦里興隆路2段181~210號	臺北市文山區興邦里7鄰興隆路二段255號	121.55171	25.002006
134	自行車竊盜	1040513	12~14	臺北市萬華區貴陽街151~180號	臺北市萬華區青山里1鄰貴陽街二段260號	121.498105	25.039981
135	自行車竊盜	1040516	22~24	臺北市大安區龍門里新生南路2段1~30號	臺北市大安區龍門里6鄰新生南路二段1號	121.535351	25.030152
136	自行車竊盜	1040517	16~18	臺北市中正區文祥里金山南路1段101巷1~30號	臺北市中正區文祥里11鄰金山南路一段100號	121.527404	25.035723
137	自行車竊盜	1040517	16~18	臺北市大同區大龍街1~30號	臺北市大同區揚雅里6鄰大龍街130號	121.515898	25.067108
138	自行車竊盜	1040518	16~18	臺北市信義區安康里松德路(興雅國中校門口左側)	臺北市信義區安康里4鄰松德路40號	121.57669	25.038958
139	自行車竊盜	1040519	18~20	臺北市士林區義信里中山北路5段61~90號	臺北市士林區義信里1鄰中山北路五段65號	121.525163	25.083562
140	自行車竊盜	1040520	08~10	臺北市大安區龍圖里信義路3段181~210號	臺北市大安區龍圖里8鄰信義路三段202號	121.543324	25.03318
141	自行車竊盜	1040521	12~14	臺北市中正區中正紀念堂	找不到指定的門牌地址。		
142	自行車竊盜	1040526	08~10	臺北市中山區撫順公園	找不到指定的門牌地址。		
143	自行車竊盜	1040527	16~18	臺北市內湖區港墘里內湖路1段629巷31~60號	臺北市內湖區港墘里1鄰內湖路一段608號	121.578434	25.078544
144	自行車竊盜	1040528	14~16	臺北市士林區中山北路5段61~90號	臺北市士林區名山里22鄰中山北路五段858號	121.526486	25.102298
145	自行車竊盜	1040529	00~02	臺北市中正區黎明里武昌街一段1~30號	臺北市中正區黎明里8鄰武昌街一段8號	121.513718	25.044004
146	自行車竊盜	1040529	04~06	臺北市文山區萬興里指南路2段1~30號	臺北市文山區萬興里9鄰指南路二段128號	121.57978	24.985627
147	自行車竊盜	1040529	06~08	臺北市文山區木柵里木柵路3段85巷14弄1~30號	臺北市文山區木柵里7鄰木柵路三段85巷14弄14之1號	121.567058	24.989688
148	自行車竊盜	1040530	10~12	臺北市松山區民生東路5段36巷6弄1~30號	臺北市松山區介壽里18鄰民生東路五段36巷6弄6之1號	121.56004	25.057561
149	自行車竊盜	1040530	16~18	臺北市北投區吉利里致遠二路61~90號	臺北市北投區吉利里3鄰致遠二路149號	121.512927	25.117477
150	自行車竊盜	1040601	00~02	臺北市大同區建泰里南京西路18巷1~30號	臺北市大同區建泰里3鄰南京西路18巷18之1號	121.520028	25.051241
151	自行車竊盜	1040601	04~06	臺北市大安區芳和里樂業街94巷1~30號	臺北市大安區芳和里3鄰樂業街94巷27號	121.550563	25.020605
152	自行車竊盜	1040602	14~16	臺北市北投區泉源里東昇路91~120號	臺北市北投區泉源里16鄰東昇路201之1號	121.531848	25.160367
153	自行車竊盜	1040603	10~12	臺北市大安區學府里16鄰羅斯福路4段1~30號	臺北市大安區學府里1鄰羅斯福路四段131之1號	121.537449	25.01057
154	自行車竊盜	1040604	06~08	臺北市北投區立農里立農街1段279巷2弄1~30號	臺北市北投區立農里15鄰立農街一段279巷2弄2號	121.50619	25.119631
155	自行車竊盜	1040604	14~16	臺北市信義區廣居里忠孝東路5段451~480號	臺北市信義區廣居里26鄰忠孝東路五段480號	121.577565	25.040659
156	自行車竊盜	1040604	22~24	臺北市中正區幸福里忠孝東路1段84巷	臺北市中正區幸福里4鄰忠孝東路一段84巷2號	121.524061	25.044239
157	自行車竊盜	1040605	04~06	臺北市大安區光明里杭州南路2段9巷1~30號	臺北市大安區光明里9鄰杭州南路二段9巷9號	121.524461	25.034106
158	自行車竊盜	1040606	02~04	臺北市大安區錦安里7鄰金山南路2段185巷1~30號	臺北市大安區錦安里4鄰金山南路二段185巷35號	121.528127	25.028241
159	自行車竊盜	1040607	12~14	臺北市北投區關渡里知行路301~330號	臺北市北投區關渡里12鄰知行路360號	121.464039	25.11764
160	自行車竊盜	1040609	00~02	臺北市士林區社園里延平北路6段151~180號	臺北市士林區社園里14鄰延平北路六段200號	121.505538	25.089656
161	自行車竊盜	1040609	06~08	臺北市內湖區康樂街136巷29弄31~60號	臺北市內湖區樂康里4鄰康樂街136巷29弄29號	121.617745	25.072865
162	自行車竊盜	1040609	16~18	臺北市信義區松智路(與松廉路口)	臺北市信義區西村里8鄰松智路1號	121.566081	25.038775
163	自行車竊盜	1040609	20~22	臺北市文山區明義里木柵路2段61~90號	臺北市文山區明義里5鄰木柵路二段202號	121.563714	24.98875
164	自行車竊盜	1040610	02~04	臺北市北投區福興里自強街31巷31~60號	臺北市北投區福興里12鄰自強街31巷31號	121.512493	25.111291
165	自行車竊盜	1040610	02~04	臺北市北投區福興里自強街31巷31~60號	臺北市北投區福興里12鄰自強街31巷31號	121.512493	25.111291
166	自行車竊盜	1040613	00~02	臺北市南港區九如里研究院路2段211~240號	臺北市南港區九如里6鄰研究院路二段230之1號	121.617113	25.036135
167	自行車竊盜	1040613	04~06	臺北市松山區南京東路5段291巷47弄	臺北市松山區安平里15鄰南京東路五段291巷47弄1號	121.566298	25.053723
168	自行車竊盜	1040613	12~14	臺北市中山區新生北路3段31~60號	臺北市中山區圓山里8鄰新生北路三段168號	121.526224	25.071967
169	自行車竊盜	1040613	12~14	臺北市中山區新生北路3段31~60號	臺北市中山區圓山里8鄰新生北路三段168號	121.526224	25.071967
170	自行車竊盜	1040613	14~16	臺北市北投區榮華里東華街1段48巷1~30號	臺北市北投區榮華里19鄰東華街一段48巷8之1號	121.5203	25.108687
171	自行車竊盜	1040613	16~18	臺北市中正區東門里信義路1段1~30號	臺北市中正區東門里16鄰信義路一段21之3號	121.523261	25.036451
172	自行車竊盜	1040614	00~02	臺北市文山區景東里景華街82巷1~30號	臺北市文山區景東里26鄰景華街82巷15號	121.545395	24.993898
173	自行車竊盜	1040615	16~18	臺北市大安區敦安里6鄰仁愛路4段121~150號	臺北市大安區敦安里6鄰仁愛路四段130號	121.550681	25.0375
174	自行車竊盜	1040616	22~24	臺北市大安區龍泉里師大路1~30號	臺北市大安區龍泉里3鄰師大路71號	121.528589	25.023681
175	自行車竊盜	1040619	04~06	臺北市內湖區民權東路6段296巷31~60號	臺北市內湖區南湖里1鄰民權東路六段296巷123號	121.609491	25.069371
176	自行車竊盜	1040619	04~06	臺北市中山區松江路301~330號	臺北市中山區大佳里1鄰松江路609號	121.533874	25.071114
177	自行車竊盜	1040622	08~10	臺北市南港區合成里忠孝東路6段1~30號	臺北市南港區合成里16鄰忠孝東路六段129號	121.585323	25.048532
178	自行車竊盜	1040623	04~06	臺北市大同區環河北路2段1~30號	臺北市大同區國順里3鄰環河北路二段115號	121.509082	25.06658
179	自行車竊盜	1040623	08~10	臺北市南港區昆陽捷運站腳踏車停車場	找不到指定的門牌地址。		
180	自行車竊盜	1040623	08~10	臺北市大安區和平東路3段181~210號	臺北市大安區黎和里6鄰和平東路三段662號	121.563181	25.01247
181	自行車竊盜	1040623	08~10	臺北市南港區合成里(昆陽捷運站旁停車場)	臺北市南港區合成里12鄰忠孝東路六段1號	121.582714	25.045632
182	自行車竊盜	1040625	06~08	臺北市信義區興雅里永吉路30巷121~150號	臺北市信義區興雅里14鄰永吉路30巷150號	121.568657	25.042617
183	自行車竊盜	1040625	14~16	臺北市信義區興雅里松高路1~30號	臺北市信義區興雅里2鄰松高路19號	121.566667	25.039359
184	自行車竊盜	1040629	20~22	臺北市北投區吉利里西安街1段(石牌國中側門旁人行道~竊腳踏車)	臺北市北投區吉利里2鄰西安街二段85號	121.513177	25.117398
185	自行車竊盜	1040630	14~16	臺北市大同區玉泉里鄭州路121~150號	臺北市大同區玉泉里9鄰鄭州路145號	121.508887	25.050692
186	自行車竊盜	1040701	00~02	臺北市中正區文盛里羅斯福路4段1~30號	臺北市中正區文盛里9鄰羅斯福路四段22號	121.533115	25.01564
187	自行車竊盜	1040701	20~22	臺北市松山區南京東路5段(三民路捷運三民南京站)	臺北市松山區東光里4鄰南京東路五段1號	121.557434	25.05177
188	自行車竊盜	1040702	18~20	臺北市中正區三愛里信義路2段241~270號	臺北市中正區三愛里15鄰信義路二段287號	121.5324	25.033806
189	自行車竊盜	1040702	18~20	臺北市文山區樟文里辛亥路7段69巷1~30號	臺北市文山區樟文里21鄰辛亥路七段69巷36號	121.555	24.982336
190	自行車竊盜	1040703	20~22	臺北市信義區興雅里忠孝東路5段1~30號	臺北市信義區興雅里20鄰忠孝東路五段101號	121.567415	25.0413
